loan_id,customer_id,product_type,original_principal,outstanding_balance,interest_rate,monthly_payment,days_past_due,missed_payments_12m,credit_limit,utilisation_ratio
L000584,C000584,Auto Finance,37479.33,17925.97,0.1583,303.83,60,1,44839.29,0.3998
L000585,C000585,Credit Card,29983.33,25157.31,0.0824,1197.97,0,0,53381.69,0.4713
L000586,C000586,Credit Card,35477.77,32521.34,0.1118,1626.07,0,0,118567.82,0.2743
L000587,C000587,Auto Finance,24691.82,16500.89,0.1603,257.83,0,0,40477.12,0.4077
L000588,C000588,Auto Finance,19839.99,3262.16,0.1228,72.49,15,1,9010.14,0.3621
L000589,C000589,Credit Card,27336.5,4135.46,0.0595,76.58,45,1,13278.33,0.3114
L000590,C000590,Credit Card,44759.04,31142.22,0.1754,444.89,45,1,84498.95,0.3686
L000591,C000591,Auto Finance,42651.68,29661.03,0.1328,1022.79,0,0,110464.45,0.2685
L000592,C000592,Auto Finance,32548.48,24626.51,0.1647,1026.1,15,1,94379.96,0.2609
L000593,C000593,Credit Card,5355.84,1436.94,0.06,24.35,45,1,5245.71,0.2739
L000594,C000594,Credit Card,38166.45,31779.53,0.1292,775.11,135,3,53042.02,0.5991
L000595,C000595,Personal Loan,3563.68,2040.81,0.0487,31.4,60,2,6597.82,0.3093
L000596,C000596,Personal Loan,17590.7,15439.3,0.153,551.4,0,0,24735.54,0.6242
L000597,C000597,Credit Card,25760.79,11787.69,0.1047,196.46,15,1,73674.92,0.16
L000598,C000598,Personal Loan,12116.54,9727.11,0.1751,286.09,0,0,14961.25,0.6502
L000599,C000599,Credit Card,15974.43,13422.01,0.1593,497.11,0,0,36901.34,0.3637
L000600,C000600,Auto Finance,21562.66,5099.3,0.1452,154.52,0,0,8163.27,0.6247
L000601,C000601,Personal Loan,34707.25,14438.19,0.059,218.76,0,0,68029.06,0.2122
L000602,C000602,Auto Finance,35712.76,32491.53,0.0562,738.44,0,0,185112.98,0.1755
L000603,C000603,Auto Finance,15551.4,10720.47,0.1732,446.69,0,0,10828.76,0.99
L000604,C000604,Credit Card,21857.06,16213.72,0.0998,238.44,60,1,39125.48,0.4144
L000605,C000605,Personal Loan,12774.49,10805.78,0.1006,415.61,0,1,28962.96,0.3731
L000606,C000606,Auto Finance,35101.06,21036.41,0.1435,751.3,0,0,23668.56,0.8888
L000607,C000607,Auto Finance,16910.79,3514.53,0.1252,65.08,30,1,13417.02,0.2619
L000608,C000608,Credit Card,39936.29,11834.33,0.1635,493.1,0,0,41907.1,0.2824
L000609,C000609,Credit Card,40530.07,25031.08,0.0817,439.14,0,0,59106.24,0.4235
L000610,C000610,Auto Finance,30912.55,17778.14,0.0917,378.26,0,0,37260.33,0.4771
L000611,C000611,Auto Finance,27538.54,25295.42,0.1372,383.26,0,0,36843.03,0.6866
L000612,C000612,Personal Loan,8661.53,5984.96,0.1357,124.69,0,1,8869.78,0.6748
L000613,C000613,Personal Loan,16160.05,12823.02,0.1431,512.92,0,0,36996.25,0.3466
L000614,C000614,Credit Card,32448.99,21183.98,0.1754,784.59,90,2,41949.17,0.505
L000615,C000615,Personal Loan,41148.37,34198.93,0.143,1005.85,0,0,91157.55,0.3752
L000616,C000616,Personal Loan,35268.58,10622.06,0.1342,236.05,0,0,43181.76,0.246
L000617,C000617,Auto Finance,15674.6,10879.7,0.1096,302.21,0,0,18982.95,0.5731
L000618,C000618,Credit Card,7574.41,2209.72,0.083,41.69,0,0,6157.4,0.3589
L000619,C000619,Personal Loan,8405.5,4643.01,0.1218,211.05,135,3,6130.8,0.7573
L000620,C000620,Credit Card,25067.79,18086.06,0.1545,258.37,45,1,81482.58,0.222
L000621,C000621,Auto Finance,43905.94,33287.39,0.0607,545.69,0,0,64009.8,0.52
L000622,C000622,Credit Card,10773.04,6090.77,0.0723,290.04,0,0,26793.77,0.2273
L000623,C000623,Auto Finance,38375.66,28561.08,0.0994,1586.73,0,0,52847.5,0.5404
L000624,C000624,Auto Finance,32170.8,26320.66,0.1407,940.02,60,1,34718.83,0.7581
L000625,C000625,Credit Card,5497.13,3651.79,0.1205,173.89,0,0,20103.47,0.1816
L000626,C000626,Auto Finance,18991.88,17719.18,0.0854,322.17,0,0,65031.08,0.2725
L000627,C000627,Auto Finance,44957.3,24588.35,0.1183,630.47,0,0,46885.12,0.5244
L000628,C000628,Personal Loan,21217.62,9294.62,0.0459,130.91,0,0,19127.5,0.4859
L000629,C000629,Auto Finance,26791.6,23198.81,0.0591,421.8,0,0,28059.91,0.8268
L000630,C000630,Auto Finance,17408.65,3192.54,0.0732,145.12,0,0,11047.28,0.289
L000631,C000631,Auto Finance,27937.29,20773.3,0.1755,399.49,0,0,66510.84,0.3123
L000632,C000632,Personal Loan,8859.7,3475.22,0.1549,63.19,90,2,6815.07,0.5099
L000633,C000633,Auto Finance,32885.73,13332.08,0.1049,740.67,0,0,38355.24,0.3476
L000634,C000634,Personal Loan,9324.05,3478.39,0.0935,99.38,15,1,19851.04,0.1752
L000635,C000635,Personal Loan,11586.91,2271.17,0.0688,61.38,0,0,2899.64,0.7833
L000636,C000636,Auto Finance,9860.39,9240.71,0.1619,486.35,60,1,48096.32,0.1921
L000637,C000637,Credit Card,10906.57,7729.88,0.1665,266.55,0,0,15949.11,0.4847
L000638,C000638,Personal Loan,32205.18,6076.52,0.0729,108.51,15,1,7122.1,0.8532
L000639,C000639,Personal Loan,24447.19,17587.92,0.0558,358.94,0,0,28163.5,0.6245
L000640,C000640,Auto Finance,17018.21,12420.45,0.1623,185.38,0,0,20414.98,0.6084
L000641,C000641,Personal Loan,22150.14,19230.98,0.0791,620.35,0,0,39154.18,0.4912
L000642,C000642,Auto Finance,39340.07,19354.97,0.1491,553.0,0,0,56948.86,0.3399
L000643,C000643,Personal Loan,35516.67,22086.01,0.0887,690.19,0,0,441720.2,0.03
L000644,C000644,Auto Finance,40064.48,17328.58,0.0629,247.55,0,0,60473.12,0.2866
L000645,C000645,Credit Card,37772.41,21874.54,0.1551,455.72,0,0,85967.84,0.2545
L000646,C000646,Credit Card,20218.26,5903.81,0.1706,101.79,0,0,7700.06,0.7667
L000647,C000647,Personal Loan,14639.11,11885.03,0.0759,297.13,0,0,19668.9,0.6043
L000648,C000648,Credit Card,8954.53,7437.71,0.147,185.94,0,0,34234.31,0.2173
L000649,C000649,Auto Finance,34195.1,28323.61,0.1287,404.62,60,2,190747.93,0.1485
L000650,C000650,Auto Finance,39897.8,32295.35,0.069,576.7,0,0,60172.51,0.5367
L000651,C000651,Personal Loan,15624.36,13646.43,0.1753,310.15,0,0,103925.46,0.1313
L000652,C000652,Credit Card,37881.14,32212.72,0.093,1789.6,0,0,77453.94,0.4159
L000653,C000653,Personal Loan,7432.68,5594.25,0.1522,147.22,0,0,7106.85,0.7872
L000654,C000654,Credit Card,43391.49,11963.94,0.0995,209.89,0,0,60820.94,0.1967
L000655,C000655,Personal Loan,5666.35,4293.9,0.0496,93.35,15,1,14545.53,0.2952
L000656,C000656,Personal Loan,3393.11,2894.63,0.1746,51.69,0,0,6611.34,0.4378
L000657,C000657,Personal Loan,29649.9,14181.78,0.0925,675.32,0,0,283635.6,0.037
L000658,C000658,Auto Finance,4752.85,1741.56,0.0698,30.03,0,0,3143.41,0.554
L000659,C000659,Auto Finance,33061.63,12647.53,0.1393,632.38,0,0,55501.98,0.2279
L000660,C000660,Credit Card,36024.9,24299.32,0.1062,426.3,0,0,96836.53,0.2509
L000661,C000661,Credit Card,25374.53,3824.16,0.048,83.13,0,0,5783.51,0.6612
L000662,C000662,Personal Loan,41678.65,33930.77,0.1222,1170.03,45,1,108742.97,0.312
L000663,C000663,Credit Card,37990.84,25492.97,0.1446,670.87,0,0,72408.78,0.3521
L000664,C000664,Personal Loan,36378.28,21502.33,0.069,1023.92,0,0,73767.08,0.2915
L000665,C000665,Personal Loan,25714.12,20188.0,0.0851,841.17,0,0,95006.81,0.2125
L000666,C000666,Credit Card,20958.25,16491.25,0.0749,392.65,60,1,21292.42,0.7745
L000667,C000667,Credit Card,3845.17,946.19,0.0745,17.85,0,0,2000,0.5785
L000668,C000668,Credit Card,19127.53,7142.71,0.1228,99.2,0,0,15289.9,0.4672
L000669,C000669,Credit Card,24290.17,20797.42,0.0707,507.25,0,0,57128.46,0.364
L000670,C000670,Personal Loan,18837.84,9945.78,0.0866,261.73,0,0,13902.3,0.7154
L000671,C000671,Credit Card,25098.19,6217.9,0.1776,100.29,0,0,15107.13,0.4116
L000672,C000672,Credit Card,10195.51,7930.03,0.1665,141.61,0,0,33282.57,0.2383
L000673,C000673,Credit Card,3691.04,1412.23,0.1547,22.42,0,0,2889.46,0.4888
L000674,C000674,Auto Finance,18175.47,17031.63,0.0702,387.08,60,2,31344.21,0.5434
L000675,C000675,Personal Loan,28672.46,17742.7,0.0607,933.83,45,1,126871.84,0.1398
L000676,C000676,Auto Finance,41197.47,16450.73,0.1372,411.27,60,1,71736.09,0.2293
L000677,C000677,Credit Card,21039.05,12681.38,0.0781,437.29,0,0,23953.42,0.5294
L000678,C000678,Credit Card,16653.18,3333.25,0.1561,101.01,45,1,11474.29,0.2905
L000679,C000679,Auto Finance,9421.43,3166.52,0.0804,63.33,0,2,12104.83,0.2616
L000680,C000680,Credit Card,38783.67,32638.18,0.053,1717.8,0,0,42225.23,0.773
L000681,C000681,Personal Loan,7029.18,5119.75,0.1611,75.29,0,1,8766.92,0.584
L000682,C000682,Personal Loan,34336.04,5501.88,0.0754,161.82,0,0,36106.25,0.1524
L000683,C000683,Auto Finance,22092.52,20495.72,0.1365,455.46,0,0,35132.78,0.5834
L000684,C000684,Personal Loan,3797.33,3575.21,0.0974,65.0,0,4,10030.53,0.3564
L000685,C000685,Personal Loan,35471.37,27738.92,0.1078,577.89,0,0,102427.63,0.2708
L000686,C000686,Personal Loan,41512.69,31690.01,0.1337,880.28,0,0,172556.55,0.1836
L000687,C000687,Auto Finance,44517.93,34246.89,0.1778,901.23,0,0,238147.72,0.1438
L000688,C000688,Personal Loan,28373.08,24273.8,0.0676,362.3,0,0,54175.25,0.4481
L000689,C000689,Credit Card,10060.5,2891.64,0.0917,111.22,0,0,3950.69,0.7319
L000690,C000690,Credit Card,29114.85,20029.56,0.1708,323.06,0,0,43329.73,0.4623
L000691,C000691,Auto Finance,23439.55,22018.45,0.088,1158.87,15,1,66937.82,0.3289
L000692,C000692,Personal Loan,35810.55,21280.96,0.0771,366.91,135,3,24077.38,0.8839
L000693,C000693,Credit Card,6292.14,4565.97,0.1523,114.15,0,0,9406.61,0.4854
L000694,C000694,Auto Finance,33757.69,27685.14,0.0913,461.42,0,0,76310.83,0.3628
L000695,C000695,Personal Loan,20825.61,18285.27,0.1696,507.92,0,0,29097.71,0.6284
L000696,C000696,Personal Loan,42346.01,8933.28,0.0833,154.02,0,0,11562.66,0.7726
L000697,C000697,Auto Finance,28210.98,25378.22,0.1134,634.46,0,0,58648.85,0.4327
L000698,C000698,Credit Card,8078.82,2601.87,0.1135,36.65,60,1,10443.48,0.2491
L000699,C000699,Auto Finance,27497.47,8691.88,0.1306,181.08,0,1,12278.35,0.7079
L000700,C000700,Credit Card,33973.49,14763.36,0.1163,590.53,30,1,22126.28,0.6672
L000701,C000701,Credit Card,4123.63,966.51,0.1272,27.61,90,2,3196.96,0.3023
L000702,C000702,Personal Loan,33931.5,8698.83,0.0558,280.61,60,2,25517.93,0.3409
L000703,C000703,Personal Loan,30105.38,18002.58,0.1728,1000.14,90,3,41184.4,0.4371
L000704,C000704,Credit Card,22196.46,5370.17,0.0459,85.24,0,0,24783.21,0.2167
L000705,C000705,Personal Loan,38520.64,18499.82,0.0978,308.33,0,0,79973.56,0.2313
L000706,C000706,Auto Finance,29951.72,26956.09,0.128,1078.24,0,0,116567.2,0.2312
L000707,C000707,Credit Card,32864.01,16373.05,0.1014,233.9,30,1,38197.55,0.4286
L000708,C000708,Personal Loan,20881.32,4606.35,0.1056,143.95,15,1,5760.99,0.7996
L000709,C000709,Credit Card,36669.69,8917.24,0.0608,159.24,0,0,9856.5,0.9047
L000710,C000710,Auto Finance,7824.93,6775.22,0.1313,141.15,0,0,11860.59,0.5712
L000711,C000711,Credit Card,14853.19,7358.5,0.1508,179.48,0,0,21928.82,0.3356
L000712,C000712,Personal Loan,5194.98,4458.6,0.0914,75.57,0,0,16204.6,0.2751
L000713,C000713,Auto Finance,21252.76,19773.57,0.0497,681.85,0,0,27870.89,0.7095
L000714,C000714,Personal Loan,21786.63,3627.0,0.1272,88.46,0,0,9532.13,0.3805
L000715,C000715,Auto Finance,34211.45,6386.68,0.0921,354.82,15,1,13657.06,0.4676
L000716,C000716,Personal Loan,30604.56,6174.03,0.0684,187.09,30,2,8078.06,0.7643
L000717,C000717,Personal Loan,18891.89,12276.57,0.1635,240.72,0,0,36451.22,0.3368
L000718,C000718,Auto Finance,3057.64,714.13,0.0482,26.45,0,1,2000,0.4707
L000719,C000719,Personal Loan,15321.12,8393.33,0.0976,199.84,30,1,19315.58,0.4345
L000720,C000720,Credit Card,29407.62,18727.68,0.1599,267.54,0,2,33734.59,0.5551
L000721,C000721,Auto Finance,19386.32,15227.55,0.0536,267.15,0,0,43025.95,0.3539
L000722,C000722,Auto Finance,12792.11,6196.9,0.1641,114.76,0,0,8869.45,0.6987
L000723,C000723,Personal Loan,14719.82,5661.38,0.1631,145.16,0,0,10919.67,0.5185
L000724,C000724,Personal Loan,7001.86,1610.67,0.0797,55.54,0,1,7056.67,0.2282
L000725,C000725,Credit Card,15282.65,9617.18,0.1085,267.14,0,0,30738.94,0.3129
L000726,C000726,Credit Card,5509.73,2286.07,0.0753,41.56,0,0,5326.17,0.4292
L000727,C000727,Auto Finance,25439.13,18768.55,0.1003,893.74,0,0,24243.09,0.7742
L000728,C000728,Auto Finance,7774.85,4065.36,0.1062,58.92,30,1,10959.39,0.3709
L000729,C000729,Auto Finance,24022.58,12809.05,0.1773,674.16,0,0,22479.14,0.5698
L000730,C000730,Auto Finance,44219.79,33701.97,0.1604,1248.22,0,0,62682.12,0.5377
L000731,C000731,Credit Card,9802.62,4767.75,0.1521,99.33,0,0,8626.21,0.5527
L000732,C000732,Auto Finance,32399.8,20716.46,0.0805,450.36,0,0,52554.52,0.3942
L000733,C000733,Personal Loan,25481.72,4101.44,0.0502,157.75,0,0,11265.64,0.3641
L000734,C000734,Credit Card,12841.54,4657.55,0.1232,179.14,0,0,11043.0,0.4218
L000735,C000735,Credit Card,40364.42,9688.04,0.0525,173.0,15,1,53928.86,0.1796
L000736,C000736,Credit Card,15325.52,10768.43,0.1381,316.72,0,0,57896.35,0.186
L000737,C000737,Personal Loan,32267.12,28055.76,0.1325,1275.26,0,0,84934.71,0.3303
L000738,C000738,Auto Finance,7163.87,4834.61,0.1177,112.43,0,0,24200.52,0.1998
L000739,C000739,Credit Card,33448.16,6346.61,0.1516,135.03,30,1,8842.12,0.7178
L000740,C000740,Credit Card,9916.12,7794.45,0.0672,389.72,0,0,17821.98,0.4374
L000741,C000741,Personal Loan,44912.53,17023.71,0.1059,460.1,45,1,128127.26,0.1329
L000742,C000742,Credit Card,24771.97,12198.47,0.1627,206.75,0,0,18594.04,0.656
L000743,C000743,Credit Card,6155.59,5152.95,0.0895,166.22,0,0,15279.42,0.3372
L000744,C000744,Credit Card,37327.2,27983.98,0.15,458.75,0,0,60455.81,0.4629
L000745,C000745,Credit Card,14712.69,3856.74,0.151,63.23,15,1,5869.85,0.657
L000746,C000746,Personal Loan,36321.77,9395.8,0.0497,268.45,0,0,74612.47,0.1259
L000747,C000747,Auto Finance,6521.28,3749.43,0.1405,72.1,0,0,8296.88,0.4519
L000748,C000748,Auto Finance,43020.32,36075.81,0.058,1288.42,0,0,59339.92,0.608
L000749,C000749,Credit Card,42159.3,35270.13,0.1526,1410.81,0,0,103679.48,0.3402
L000750,C000750,Personal Loan,8488.15,3048.8,0.1603,54.44,0,0,9350.32,0.3261
L000751,C000751,Credit Card,18208.68,8783.6,0.0605,186.89,0,0,24832.53,0.3537
L000752,C000752,Auto Finance,21866.53,6823.11,0.1702,262.43,0,0,29773.15,0.2292
L000753,C000753,Personal Loan,30451.8,9895.92,0.0867,149.94,0,0,24700.78,0.4006
L000754,C000754,Auto Finance,3650.86,2458.97,0.0601,52.32,0,0,10325.6,0.2381
L000755,C000755,Credit Card,37215.83,15257.94,0.1742,238.41,0,0,49513.63,0.3082
L000756,C000756,Personal Loan,42536.29,18804.48,0.1303,522.35,0,0,136961.54,0.1373
L000757,C000757,Personal Loan,39887.62,35385.04,0.0912,1608.41,0,0,198490.37,0.1783
L000758,C000758,Credit Card,34002.33,19847.37,0.0767,484.08,180,3,26736.67,0.7423
L000759,C000759,Personal Loan,13409.59,2890.82,0.1373,46.63,15,1,9938.18,0.2909
L000760,C000760,Credit Card,28601.62,11866.39,0.1349,439.5,0,0,23450.27,0.506
L000761,C000761,Auto Finance,38540.5,26824.8,0.08,865.32,0,0,116309.0,0.2306
L000762,C000762,Personal Loan,40576.64,24461.9,0.153,906.0,0,0,50789.58,0.4816
L000763,C000763,Personal Loan,44931.4,34836.39,0.1332,1741.82,0,0,53629.66,0.6496
L000764,C000764,Auto Finance,8025.39,4050.93,0.1487,72.34,60,2,9944.51,0.4074
L000765,C000765,Credit Card,12612.54,6406.84,0.1033,110.46,0,1,11989.96,0.5344
L000766,C000766,Auto Finance,42047.41,22165.53,0.0636,382.16,225,5,73052.9,0.3034
L000767,C000767,Auto Finance,12147.05,2258.68,0.0538,98.2,0,0,35442.74,0.0637
L000768,C000768,Personal Loan,3470.49,1844.09,0.0489,27.12,0,0,4189.22,0.4402
L000769,C000769,Personal Loan,12657.35,8718.68,0.0874,122.8,0,0,32510.57,0.2682
L000770,C000770,Personal Loan,33831.26,11593.95,0.1511,207.03,0,0,22282.29,0.5203
L000771,C000771,Auto Finance,13546.74,5945.79,0.162,198.19,0,0,54163.74,0.1098
L000772,C000772,Personal Loan,31716.36,12999.47,0.0524,481.46,120,2,24063.07,0.5402
L000773,C000773,Personal Loan,35609.78,20504.63,0.1784,310.68,0,0,35871.65,0.5716
L000774,C000774,Personal Loan,4068.46,643.55,0.0526,11.29,90,2,2000,0.5795
L000775,C000775,Credit Card,21690.67,5514.01,0.0543,162.18,0,0,20381.19,0.2705
L000776,C000776,Credit Card,39132.65,10280.19,0.1332,186.91,0,0,15566.95,0.6604
L000777,C000777,Personal Loan,39671.61,11985.66,0.1445,171.22,0,0,33451.58,0.3583
L000778,C000778,Credit Card,31112.27,20171.15,0.0897,325.34,0,0,35031.61,0.5758
L000779,C000779,Credit Card,20634.66,11311.25,0.048,174.02,0,0,20215.03,0.5595
L000780,C000780,Auto Finance,27129.13,7585.68,0.1096,118.53,0,0,47936.63,0.1582
L000781,C000781,Auto Finance,20644.81,6607.8,0.1135,183.55,15,1,45026.32,0.1468
L000782,C000782,Credit Card,37396.12,30134.38,0.0987,913.16,0,0,56529.14,0.5331
L000783,C000783,Auto Finance,8165.46,5646.09,0.0971,282.3,0,0,20865.69,0.2706
L000784,C000784,Auto Finance,7326.2,6581.3,0.0887,365.63,0,0,9993.79,0.6585
L000785,C000785,Personal Loan,11418.44,2868.97,0.1409,79.69,0,0,7276.18,0.3943
L000786,C000786,Auto Finance,6362.96,2441.05,0.0707,90.41,0,0,9903.14,0.2465
L000787,C000787,Auto Finance,26043.24,24008.78,0.142,1091.31,0,0,78350.16,0.3064
L000788,C000788,Auto Finance,38569.16,35389.45,0.1124,956.47,0,0,89109.95,0.3971
L000789,C000789,Auto Finance,6782.45,2839.84,0.0951,94.66,0,0,7828.68,0.3627
L000790,C000790,Credit Card,32979.15,29693.6,0.1695,957.86,0,0,60038.39,0.4946
L000791,C000791,Credit Card,26402.2,8044.97,0.1279,174.89,0,0,55395.03,0.1452
L000792,C000792,Personal Loan,11268.02,5545.39,0.1787,113.17,0,0,20785.34,0.2668
L000793,C000793,Auto Finance,39014.9,12716.01,0.115,192.67,0,2,29722.36,0.4278
L000794,C000794,Personal Loan,37776.83,16270.93,0.1607,561.07,0,0,52460.32,0.3102
L000795,C000795,Auto Finance,20525.78,14444.33,0.1576,628.01,30,1,206711.67,0.0699
L000796,C000796,Auto Finance,6561.17,2846.06,0.127,76.92,0,0,30648.89,0.0929
L000797,C000797,Personal Loan,41137.04,17625.18,0.0538,451.93,0,0,22531.65,0.7822
L000798,C000798,Personal Loan,43490.22,29809.52,0.0675,903.32,0,0,54495.42,0.547
L000799,C000799,Auto Finance,5307.62,4498.38,0.1695,67.14,0,0,9658.66,0.4657
L000800,C000800,Credit Card,3877.35,2077.54,0.077,76.95,0,0,5836.64,0.3559
L000801,C000801,Personal Loan,40344.14,8282.61,0.0729,331.3,0,1,19196.5,0.4315
L000802,C000802,Personal Loan,31852.3,5894.88,0.0738,235.8,15,1,16796.01,0.351
L000803,C000803,Personal Loan,28995.0,16538.09,0.1257,413.45,0,0,37690.51,0.4388
L000804,C000804,Personal Loan,5865.05,1614.32,0.0662,30.46,30,2,6667.32,0.2421
L000805,C000805,Auto Finance,7361.83,5594.43,0.0997,136.45,0,0,11404.63,0.4905
L000806,C000806,Personal Loan,11456.22,10577.28,0.1044,587.63,0,0,31823.79,0.3324
L000807,C000807,Auto Finance,10680.62,8202.23,0.1217,182.27,0,0,19050.78,0.4305
L000808,C000808,Personal Loan,13208.64,5028.42,0.1787,147.89,0,0,6724.48,0.7478
L000809,C000809,Auto Finance,21906.01,9328.74,0.1409,137.19,0,0,26991.99,0.3456
L000810,C000810,Personal Loan,16656.31,14859.51,0.1616,571.52,0,0,40554.02,0.3664
L000811,C000811,Personal Loan,44281.19,38548.38,0.0642,593.05,45,1,141977.47,0.2715
L000812,C000812,Personal Loan,25350.65,17002.87,0.08,531.34,0,0,25739.78,0.6606
L000813,C000813,Auto Finance,32827.92,19564.89,0.0769,331.61,0,0,172919.51,0.1131
L000814,C000814,Auto Finance,37282.36,30877.84,0.1178,812.57,0,0,89278.25,0.3459
L000815,C000815,Auto Finance,39800.84,6200.96,0.1413,238.5,0,0,21678.85,0.286
L000816,C000816,Credit Card,11228.2,9112.49,0.1221,268.01,45,1,14638.64,0.6225
L000817,C000817,Personal Loan,32674.45,13471.08,0.1291,198.1,0,0,31660.52,0.4255
L000818,C000818,Auto Finance,22256.05,5621.55,0.0927,267.69,0,0,15341.35,0.3664
L000819,C000819,Auto Finance,18919.68,5247.06,0.0755,80.72,90,2,68690.2,0.0764
L000820,C000820,Personal Loan,14799.2,10310.97,0.0868,294.6,0,0,16267.96,0.6338
L000821,C000821,Auto Finance,16520.39,15268.16,0.1212,803.59,15,1,108189.33,0.1411
L000822,C000822,Auto Finance,19372.12,4315.81,0.0741,107.9,0,0,7174.83,0.6015
L000823,C000823,Credit Card,3629.27,714.44,0.0733,20.41,0,0,3514.3,0.2033
L000824,C000824,Auto Finance,18396.93,11777.66,0.1208,356.9,0,0,16530.75,0.7125
L000825,C000825,Auto Finance,6624.54,1563.04,0.1351,27.42,0,0,9855.56,0.1586
L000826,C000826,Personal Loan,32918.05,10860.86,0.1729,271.52,0,0,36477.85,0.2977
L000827,C000827,Auto Finance,36846.01,6987.08,0.0823,145.56,0,0,12860.49,0.5433
L000828,C000828,Auto Finance,8141.69,7545.75,0.0727,110.97,60,1,37724.98,0.2
L000829,C000829,Auto Finance,36067.69,6873.85,0.0801,99.62,15,1,12517.32,0.5491
L000830,C000830,Credit Card,6445.67,2796.25,0.054,93.21,0,0,14438.67,0.1937
L000831,C000831,Personal Loan,5382.06,1665.16,0.0698,75.69,0,0,8544.22,0.1949
L000832,C000832,Personal Loan,34905.86,11594.22,0.0484,257.65,0,0,21633.36,0.5359
L000833,C000833,Credit Card,12235.82,10317.4,0.1721,286.59,0,0,15330.47,0.673
L000834,C000834,Auto Finance,38594.37,18716.52,0.05,534.76,0,0,84259.83,0.2221
L000835,C000835,Credit Card,28693.05,8869.41,0.142,385.63,0,0,37725.78,0.2351
L000836,C000836,Credit Card,38905.2,30123.69,0.151,568.37,0,0,36155.46,0.8332
L000837,C000837,Personal Loan,30781.95,27977.17,0.1058,490.83,45,1,59643.54,0.4691
L000838,C000838,Personal Loan,18468.12,3861.86,0.1615,183.9,90,2,9292.47,0.4156
L000839,C000839,Personal Loan,30334.59,17898.51,0.1552,715.94,90,2,22412.11,0.7986
L000840,C000840,Auto Finance,31772.05,21566.4,0.1397,458.86,0,1,431328.0,0.03
L000841,C000841,Personal Loan,30099.73,19405.47,0.101,510.67,0,0,87217.57,0.2225
L000842,C000842,Credit Card,11665.85,3030.68,0.1128,65.88,0,0,8903.65,0.3404
L000843,C000843,Personal Loan,38041.95,6321.22,0.1211,332.7,0,0,8722.64,0.7247
L000844,C000844,Personal Loan,4859.27,2386.87,0.0915,88.4,60,1,8572.04,0.2784
L000845,C000845,Personal Loan,8480.29,4889.82,0.0467,212.6,0,0,9870.9,0.4954
L000846,C000846,Auto Finance,14737.89,13586.42,0.0979,522.55,0,0,36203.92,0.3753
L000847,C000847,Credit Card,14739.28,10640.61,0.0537,241.83,0,0,29724.63,0.358
L000848,C000848,Auto Finance,38251.85,16090.48,0.1357,292.55,0,0,66472.55,0.2421
L000849,C000849,Auto Finance,40647.41,8435.59,0.1226,248.11,0,0,9496.51,0.8883
L000850,C000850,Auto Finance,11017.32,5957.4,0.1549,165.48,0,0,6721.74,0.8863
L000851,C000851,Personal Loan,15777.37,9575.19,0.1331,145.08,120,2,15084.92,0.6348
L000852,C000852,Personal Loan,7428.0,3943.36,0.0832,73.03,90,2,10109.45,0.3901
L000853,C000853,Credit Card,6501.55,4893.99,0.1474,99.88,0,0,15574.4,0.3142
L000854,C000854,Credit Card,3719.85,1889.25,0.1391,60.94,0,0,2721.59,0.6942
L000855,C000855,Credit Card,43810.85,29815.33,0.0597,1355.24,0,0,40809.31,0.7306
L000856,C000856,Auto Finance,15745.78,10147.24,0.1351,235.98,0,0,17090.94,0.5937
L000857,C000857,Credit Card,18228.21,15119.19,0.0967,260.68,0,0,35963.95,0.4204
L000858,C000858,Credit Card,18818.42,6628.15,0.0988,331.41,0,0,19573.58,0.3386
L000859,C000859,Auto Finance,5348.0,2629.16,0.0819,90.66,15,1,7664.99,0.343
L000860,C000860,Credit Card,13163.83,11349.34,0.0503,343.92,0,0,45301.64,0.2505
L000861,C000861,Credit Card,24139.38,7070.91,0.0638,207.97,0,0,21530.72,0.3284
L000862,C000862,Auto Finance,29177.81,18431.22,0.133,335.11,0,1,40467.31,0.4555
L000863,C000863,Auto Finance,7058.76,3682.84,0.0806,160.12,0,0,5355.87,0.6876
L000864,C000864,Personal Loan,22483.41,17100.32,0.059,388.64,0,0,35373.64,0.4834
L000865,C000865,Credit Card,19787.96,5245.88,0.1048,83.27,0,0,8005.7,0.6553
L000866,C000866,Personal Loan,16624.74,13129.28,0.1295,230.34,0,0,35192.18,0.3731
L000867,C000867,Credit Card,38407.15,13575.81,0.0531,617.08,0,0,70455.57,0.1927
L000868,C000868,Credit Card,20270.12,6143.91,0.1495,89.04,0,0,8193.25,0.7499
L000869,C000869,Credit Card,23454.26,6097.36,0.1399,129.73,0,0,10645.98,0.5727
L000870,C000870,Personal Loan,38495.0,18486.74,0.1755,355.51,0,0,77887.55,0.2374
L000871,C000871,Personal Loan,37836.36,9715.65,0.0521,373.68,0,0,25447.42,0.3818
L000872,C000872,Auto Finance,10807.67,1710.31,0.081,37.18,45,1,2878.18,0.5942
L000873,C000873,Credit Card,21730.05,20173.78,0.1592,458.49,60,1,93274.45,0.2163
L000874,C000874,Personal Loan,34866.08,25697.58,0.1622,535.37,0,0,42900.94,0.599
L000875,C000875,Personal Loan,7546.86,3339.99,0.1374,79.52,0,0,8361.46,0.3995
L000876,C000876,Auto Finance,34940.58,20573.7,0.1533,761.99,0,0,27425.67,0.7502
